1,3
5,2
5,1
7,3
7,1
7,2
10,1
13,2
13,1
14,2
16,3
24,2
28,1
30,2
32,2
33,3
34,3
36,2
37,2
40,1
42,3
43,1
45,1
46,1
49,2
52,1
53,2
55,1
56,2
57,1
58,2
59,1
67,2
69,2
73,1
76,1
80,1
83,1
87,1
91,2
92,3
93,3
94,1
102,3
102,1
103,3
106,2
109,1
111,3
112,2
114,1
117,2
119,2
124,1
125,3
128,3
128,1
128,2
131,2
134,1
139,1
139,3
140,1
142,2
143,1
150,2
152,1
152,3
152,2
153,3
157,1
158,3
159,2
160,1
161,2
161,3
161,1
163,1
164,10
165,2
167,1
171,3
172,3
174,1
175,2
179,2
182,1
184,3
186,3
189,2
191,1
195,2
196,1
198,1
200,1
201,2
204,2
207,2
210,3
215,2
218,1
221,1
224,1
226,2
227,3
234,1
235,3
235,2
237,2
239,1
241,2
243,1
248,3
250,3
251,3
253,2
255,3
261,2
262,2
264,1
265,2
266,30
267,3
268,1
273,1
274,1
276,2
281,2
282,2
284,2
284,3
289,1
294,1
294,2
298,1
299,3
305,2
306,3
310,2
311,2
311,1
311,3
312,2
315,3
316,1
319,3
322,3
322,1
325,1
326,3
329,20
330,2
331,1
333,2
335,2
335,3
337,1
339,2
339,3
341,2
349,2
353,2
354,2
354,3
355,10
356,2
358,1
360,1
366,3
366,1
367,1
367,2
367,3
370,1
370,3
372,1
374,1
375,1
376,2
379,1
381,1
384,2
385,1
392,2
395,1
398,1
399,2
402,1
408,1
411,3
411,2
411,1
412,1
412,3
413,1
416,1
418,1
420,1
421,3
422,2
422,1
432,1
436,1
437,1
444,3
444,1
444,2
448,2
450,2
452,3
453,1
455,1
457,2
458,2
459,1
461,2
462,2
468,1
472,2
473,1
475,1
479,1
481,2
481,1
481,3
482,3
486,2
487,1
491,2
492,1
497,2
499,1
501,2
504,2
504,1
504,3
507,2
512,1
513,2
514,3
515,1
518,3
520,2
522,2
527,1
527,2
527,3
529,1
529,3
529,2
530,1
531,1
532,1
534,1
537,2
540,3
541,1
543,2
552,3
554,2
554,1
555,1
556,3
559,2
566,2
568,2
569,3
570,2
573,1
573,3
573,2
574,1
574,2
577,1
579,1
579,2
580,1
581,1
583,3
583,2
583,1
585,3
597,2
598,1
601,1
601,2
602,1
607,1
608,1
613,2
620,2
624,3
625,2
625,3
626,2
628,2
631,1
634,1
635,2
635,3
636,1
638,1
638,2
639,1
639,3
639,2
642,2
645,2
648,1
650,1
651,1
652,1
656,2
656,3
660,1
661,1
664,2
664,1
666,1
671,1
674,3
675,30
676,1
677,1
681,3
683,3
683,1
685,2
686,3
689,3
691,1
692,1
698,2
698,3
698,1
699,2
700,1
702,1
703,2
705,3
705,1
707,3
710,3
711,1
712,1
714,1
714,3
715,1
716,1
725,3
725,2
726,1
726,2
726,3
727,1
728,1
729,3
732,1
732,2
737,1
738,1
739,1
749,1
750,1
750,2
754,1
755,2
756,2
760,2
767,1
768,1
769,3
770,2
772,1
774,1
776,2
780,2
785,2
785,1
785,3
786,2
787,1
792,1
794,2
795,10
796,1
797,2
799,1
806,1
808,1
809,1
810,2
814,1
816,1
818,2
819,2
820,1
824,1
825,1
829,10
831,3
832,3
834,1
838,1
839,2
842,1
843,2
843,1
845,1
847,1
847,3
851,1
851,2
857,2
857,1
857,3
861,2
863,2
863,3
863,1
866,1
878,2
880,1
881,3
